ID,NationalDex,Name,HP,Atk,Def,SpA,SpD,Spe,Total,Type1,Type2,Tier,Ability1,Ability2,HiddenAbility,Mass,LK/GK,EVYield,EXPV,Color,Hatch,Gender,EggGroup1,EggGroup2,Catch,EXP,Evolve,EvolveNum,HasForms,IsForm,IsDefaultForm,IsAlolanForm,IsGalarianForm,IsGalarianEvolution,EvolvesFromRegionalForm,JohtoDex,HoennDex,SinnohDex,UnovaDex,KalosDex,AlolaDex,GalarDex,IsleOfArmorDex,CrownTundraDex,PrevEvolution,NextEvolution,IsGalar
842,698,Amaura,77,59,50,67,63,46,362,Rock,Ice,,Refrigerate,None,Snow Warning,25.2 kG,60,1 HP,72,Blue,7680,M (87.5%),Monster,,45,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,85,,Aurorus,False
843,699,Aurorus,123,77,72,99,92,58,521,Rock,Ice,,Refrigerate,None,Snow Warning,225 kG,120,2 HP,104,Blue,7680,M (87.5%),Monster,,45,1000000,Night Lv. 39,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,86,Amaura,,False
844,700,Sylveon,95,65,65,110,130,60,525,Fairy,,,Cute Charm,None,Pixilate,23.5 kG,40,2 SpD,184,Pink,8960,M (87.5%),Field,,45,1000000,Friendship w/ Fairy move,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,131,204,-1,82,Eevee,,False
845,701,Hawlucha,78,92,75,74,63,118,500,Fighting,Flying,,Limber,Unburden,Mold Breaker,21.5 kG,40,2 Atk,175,Green,5120,Neutral,Flying,Human-like,100,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,320,-1,-1,,,False
846,702,Dedenne,67,58,57,81,67,101,431,Electric,Fairy,,Cheek Pouch,Pickup,Plus,2.2 kG,20,2 Spe,151,Yellow,5120,Neutral,Field,Fairy,180,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,103,-1,,,False
847,703,Carbink,50,50,150,50,150,50,500,Rock,Fairy,,Clear Body,None,Sturdy,5.7 kG,20,1 Def/1 SpD,100,Gray,6400,None,Fairy,Mineral,60,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,101,-1,-1,128,,,False
848,704,Goomy,45,50,35,55,75,40,300,Dragon,,,Sap Sipper,Hydration,Gooey,2.8 kG,20,1 SpD,60,Purple,10240,Neutral,Dragon,,45,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,178,389,60,-1,,Sliggoo,False
849,705,Sliggoo,68,75,53,83,113,60,452,Dragon,,,Sap Sipper,Hydration,Gooey,17.5 kG,40,2 SpD,158,Purple,10240,Neutral,Dragon,,45,1250000,Lv. 40,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,179,390,61,-1,Goomy,Goodra,False
850,706,Goodra,90,100,70,110,150,80,600,Dragon,,,Sap Sipper,Hydration,Gooey,150.5 kG,100,3 SpD,300,Purple,10240,Neutral,Dragon,,45,1250000,Lv. 50 in rain,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,180,391,62,-1,Sliggoo,,False
851,707,Klefki,57,80,91,80,87,75,470,Steel,Fairy,,Prankster,None,Magician,3 kG,20,1 Def,165,Gray,5120,Neutral,Mineral,,75,800000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,241,-1,28,-1,,,False
852,708,Phantump,43,70,48,50,60,38,309,Ghost,Grass,,Natural Cure,Frisk,Harvest,7 kG,20,1 Atk,62,Brown,5120,Neutral,Grass,Amorphous,120,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,196,338,-1,33,,Trevenant,False
853,709,Trevenant,85,110,76,65,82,56,474,Ghost,Grass,,Natural Cure,Frisk,Harvest,71 kG,80,2 Atk,166,Brown,5120,Neutral,Grass,Amorphous,60,1000000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,197,339,-1,34,Phantump,,False
854,710,Pumpkaboo (Average),49,66,70,44,55,51,335,Ghost,Grass,,Pickup,Frisk,Insomnia,5 kG,20,1 Def,67,Brown,5120,Neutral,Amorphous,,120,1000000,,1,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,-1,191,-1,-1,,Gourgeist (Average),False
855,710,Pumpkaboo (Small),44,66,70,44,55,56,335,Ghost,Grass,,Pickup,Frisk,Insomnia,3.5 kG,20,1 Def,67,Brown,5120,Neutral,Amorphous,,120,1000000,,1,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,191,-1,-1,,Gourgeist (Small),False
856,710,Pumpkaboo (Large),54,66,70,44,55,46,335,Ghost,Grass,,Pickup,Frisk,Insomnia,7.5 kG,20,1 Def,67,Brown,5120,Neutral,Amorphous,,120,1000000,,1,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,191,-1,-1,,Gourgeist (Large),False
857,710,Pumpkaboo (Super),59,66,70,44,55,41,335,Ghost,Grass,,Pickup,Frisk,Insomnia,15 kG,40,1 Def,67,Brown,5120,Neutral,Amorphous,,120,1000000,,1,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,191,-1,-1,,Gourgeist (Super),False
858,711,Gourgeist (Average),65,90,122,58,75,84,494,Ghost,Grass,,Pickup,Frisk,Insomnia,12.5 kG,40,2 Def,173,Brown,5120,Neutral,Amorphous,,60,1000000,Trade,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,-1,192,-1,-1,Pumpkaboo (Average),,False
859,711,Gourgeist (Small),55,85,122,58,75,99,494,Ghost,Grass,,Pickup,Frisk,Insomnia,9.5 kG,20,2 Def,173,Brown,5120,Neutral,Amorphous,,60,1000000,Trade,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,192,-1,-1,Pumpkaboo (Small),,False
860,711,Gourgeist (Large),75,95,122,58,75,69,494,Ghost,Grass,,Pickup,Frisk,Insomnia,14 kG,40,2 Def,173,Brown,5120,Neutral,Amorphous,,60,1000000,Trade,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,192,-1,-1,Pumpkaboo (Large),,False
861,711,Gourgeist (Super),85,100,122,58,75,54,494,Ghost,Grass,,Pickup,Frisk,Insomnia,39 kG,60,2 Def,173,Brown,5120,Neutral,Amorphous,,60,1000000,Trade,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,192,-1,-1,Pumpkaboo (Super),,False
862,712,Bergmite,55,69,85,32,35,28,304,Ice,,,Own Tempo,Ice Body,Sturdy,99.5 kG,80,1 Def,61,Blue,5120,Neutral,Monster,Mineral,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,358,-1,142,,Avalugg,False
863,713,Avalugg,95,117,184,44,46,28,514,Ice,,,Own Tempo,Ice Body,Sturdy,505 kG,120,2 Def,180,Blue,5120,Neutral,Monster,Mineral,55,1000000,Lv. 37,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,359,-1,143,Bergmite,,False
864,714,Noibat,40,30,35,45,40,55,245,Flying,Dragon,,Frisk,Infiltrator,Telepathy,8 kG,20,1 Spe,49,Purple,5120,Neutral,Flying,Dragon,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,176,-1,181,,Noivern,False
865,715,Noivern,85,70,80,97,80,123,535,Flying,Dragon,,Frisk,Infiltrator,Telepathy,85 kG,80,2 Spe,187,Purple,5120,Neutral,Flying,Dragon,45,1000000,Lv. 48,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,177,-1,182,Noibat,,False
866,716,Xerneas,126,131,95,131,98,99,680,Fairy,,,Fairy Aura,None,,215 kG,120,3 HP,340,Blue,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
867,717,Yveltal,126,131,95,131,98,99,680,Dark,Flying,,Dark Aura,None,,203 kG,120,3 HP,340,Red,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
868,718,Zygarde (50),108,100,121,81,95,95,600,Dragon,Ground,,Aura Break,None,,305 kG,120,3 HP,300,Green,30720,None,Unknown,,3,1250000,,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,205,-1,-1,-1,,,False
869,718,Zygarde (10-Power-Construct),54,100,71,61,85,115,486,Dragon,Ground,,Power Construct,None,,33.5 kG,60,3 HP,243,Green,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,205,-1,-1,-1,,,False
870,718,Zygarde (50-Power-Construct),108,100,121,81,95,95,600,Dragon,Ground,,Power Construct,None,,305 kG,120,3 HP,300,Green,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,205,-1,-1,-1,,,False
871,718,Zygarde (Complete),216,100,121,91,95,85,708,Dragon,Ground,,Power Construct,None,,610 kG,120,3 HP,354,Green,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,205,-1,-1,-1,,,False
872,718,Zygarde (10),54,100,71,61,85,115,486,Dragon,Ground,,Aura Break,None,,33.5 kG,60,3 HP,243,Green,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,205,-1,-1,-1,,,False
873,719,Diancie,50,100,150,100,150,50,600,Rock,Fairy,,Clear Body,None,,8.8 kG,20,1 Def/2 SpD,300,Pink,6400,None,Unknown,,3,1250000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
874,719,Diancie (Mega),50,160,110,160,110,110,700,Rock,Fairy,,Magic Bounce,None,,27.8 kG,60,1 Def/2 SpD,315,Pink,6400,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
875,720,Hoopa,80,110,60,150,130,70,600,Psychic,Ghost,,Magician,None,,9 kG,20,3 SpA,270,Purple,30720,None,Unknown,,3,1250000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
876,720,Hoopa (Unbound),80,160,60,170,130,80,680,Psychic,Dark,,Magician,None,,490 kG,120,3 SpA,306,Purple,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
877,721,Volcanion,80,110,120,130,90,70,600,Fire,Water,,Water Absorb,None,,195 kG,100,3 SpA,300,Brown,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
878,722,Rowlet,68,55,55,50,50,42,320,Grass,Flying,,Overgrow,None,Long Reach,1.5 kG,20,1 HP,64,Brown,3840,M (87.5%),Flying,,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,1,-1,-1,-1,,Dartrix,False
879,723,Dartrix,78,75,75,70,70,52,420,Grass,Flying,,Overgrow,None,Long Reach,16 kG,40,2 HP,147,Brown,3840,M (87.5%),Flying,,45,1059860,Lv. 17,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,2,-1,-1,-1,Rowlet,Decidueye,False
880,724,Decidueye,78,107,75,100,100,70,530,Grass,Ghost,,Overgrow,None,Long Reach,36.6 kG,60,3 Atk,265,Brown,3840,M (87.5%),Flying,,45,1059860,Lv. 34,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,3,-1,-1,-1,Dartrix,,False
881,725,Litten,45,65,40,60,40,70,320,Fire,,,Blaze,None,Intimidate,4.3 kG,20,1 Spe,64,Red,3840,M (87.5%),Field,,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,4,-1,-1,-1,,Torracat,False
882,726,Torracat,65,85,50,80,50,90,420,Fire,,,Blaze,None,Intimidate,25 kG,40,2 Spe,147,Red,3840,M (87.5%),Field,,45,1059860,Lv. 17,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,5,-1,-1,-1,Litten,Incineroar,False
883,727,Incineroar,95,115,90,80,90,60,530,Fire,Dark,,Blaze,None,Intimidate,83 kG,80,3 Atk,265,Red,3840,M (87.5%),Field,,45,1059860,Lv. 34,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,6,-1,-1,-1,Torracat,,False
884,728,Popplio,50,54,54,66,56,40,320,Water,,,Torrent,None,Liquid Voice,7.5 kG,20,1 SpA,64,Blue,3840,M (87.5%),Water1,Field,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,7,-1,-1,-1,,Brionne,False
885,729,Brionne,60,69,69,91,81,50,420,Water,,,Torrent,None,Liquid Voice,17.5 kG,40,2 SpA,147,Blue,3840,M (87.5%),Water1,Field,45,1059860,Lv. 17,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,8,-1,-1,-1,Popplio,Primarina,False
886,730,Primarina,80,74,74,126,116,60,530,Water,Fairy,,Torrent,None,Liquid Voice,44 kG,60,3 SpA,265,Blue,3840,M (87.5%),Water1,Field,45,1059860,Lv. 34,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,9,-1,-1,-1,Brionne,,False
887,731,Pikipek,35,75,30,30,30,65,265,Normal,Flying,,Keen Eye,Skill Link,Pickup,1.2 kG,20,1 Atk,53,Black,3840,Neutral,Flying,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,10,-1,-1,-1,,Trumbeak,False
888,732,Trumbeak,55,85,50,40,50,75,355,Normal,Flying,,Keen Eye,Skill Link,Pickup,14.8 kG,40,2 Atk,124,Black,3840,Neutral,Flying,,120,1000000,Lv. 14,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,11,-1,-1,-1,Pikipek,Toucannon,False
889,733,Toucannon,80,120,75,75,75,60,485,Normal,Flying,,Keen Eye,Skill Link,Sheer Force,26 kG,60,3 Atk,218,Black,3840,Neutral,Flying,,45,1000000,Lv. 28,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,12,-1,-1,-1,Trumbeak,,False
890,734,Yungoos,48,70,30,30,30,45,253,Normal,,,Stakeout,Strong Jaw,Adaptability,6 kG,20,1 Atk,51,Brown,3840,Neutral,Field,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,13,-1,-1,-1,,Gumshoos,False
891,735,Gumshoos,88,110,60,55,60,45,418,Normal,,,Stakeout,Strong Jaw,Adaptability,14.2 kG,40,2 Atk,146,Brown,3840,Neutral,Field,,127,1000000,Day Lv. 20,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,14,-1,-1,-1,Yungoos,,False
892,736,Grubbin,47,62,45,55,45,46,300,Bug,,,Swarm,None,,4.4 kG,20,1 Atk,60,Gray,3840,Neutral,Bug,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,27,16,-1,-1,,Charjabug,False
893,737,Charjabug,57,82,95,55,75,36,400,Bug,Electric,,Battery,None,,10.5 kG,40,2 Def,140,Green,3840,Neutral,Bug,,120,1000000,Lv. 20,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,28,17,-1,-1,Grubbin,Vikavolt,False
894,738,Vikavolt,77,70,90,145,75,43,500,Bug,Electric,,Levitate,None,,45 kG,60,3 SpA,250,Blue,3840,Neutral,Bug,,45,1000000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,29,18,-1,-1,Charjabug,,False
895,739,Crabrawler,47,82,57,42,47,63,338,Fighting,,,Hyper Cutter,Iron Fist,Anger Point,7 kG,20,1 Atk,68,Purple,5120,Neutral,Water3,,225,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,59,-1,-1,-1,,Crabominable,False
896,740,Crabominable,97,132,77,62,67,43,478,Fighting,Ice,,Hyper Cutter,Iron Fist,Anger Point,180 kG,100,2 Atk,167,White,5120,Neutral,Water3,,60,1000000,Level a/ Mount Lanakila,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,60,-1,-1,-1,Crabrawler,,False
897,741,Oricorio (Baile),75,70,70,98,70,93,476,Fire,Flying,,Dancer,None,,3.4 kG,20,2 SpA,167,Red,5120,F (75%)),Flying,,45,1000000,,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,82,-1,-1,-1,,,False
898,741,Oricorio (Pom-Pom),75,70,70,98,70,93,476,Electric,Flying,,Dancer,None,,3.4 kG,20,2 SpA,167,Red,5120,F (75%)),Flying,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,82,-1,-1,-1,,,False
899,741,Oricorio (Pau),75,70,70,98,70,93,476,Psychic,Flying,,Dancer,None,,3.4 kG,20,2 SpA,167,Red,5120,F (75%)),Flying,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,82,-1,-1,-1,,,False
900,741,Oricorio (Sensu),75,70,70,98,70,93,476,Ghost,Flying,,Dancer,None,,3.4 kG,20,2 SpA,167,Red,5120,F (75%)),Flying,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,82,-1,-1,-1,,,False
901,742,Cutiefly,40,45,40,55,40,84,304,Bug,Fairy,,Honey Gather,Shield Dust,Sweet Veil,0.2 kG,20,1 Spe,61,Yellow,5120,Neutral,Bug,Fairy,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,83,187,-1,-1,,Ribombee,False
902,743,Ribombee,60,55,60,95,70,124,464,Bug,Fairy,,Honey Gather,Shield Dust,Sweet Veil,0.5 kG,20,2 Spe,162,Yellow,5120,Neutral,Bug,Fairy,75,1000000,Lv. 25,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,84,188,-1,-1,Cutiefly,,False
903,744,Rockruff,45,65,40,30,40,60,280,Rock,,,Keen Eye,Vital Spirit,Steadfast,9.2 kG,20,1 Atk,56,Brown,3840,Neutral,Field,,190,1000000,,1,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,103,-1,157,-1,,"Lycanroc (Midday),Lycanroc (Midnight),Lycanroc (Dusk)",False
904,744,Rockruff (Own-Tempo),45,65,40,30,40,60,280,Rock,,,Own Tempo,None,,9.2 kG,20,1 Atk,56,Brown,3840,Neutral,Field,,190,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,103,-1,157,-1,,,False
905,745,Lycanroc (Midday),75,115,65,55,65,112,487,Rock,,,Keen Eye,Sand Rush,Steadfast,25 kG,40,2 Atk,170,Brown,3840,Neutral,Field,,90,1000000,Day Lv. 25,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,104,-1,158,-1,Rockruff,,False
906,745,Lycanroc (Midnight),85,115,75,55,75,82,487,Rock,,,Keen Eye,Vital Spirit,No Guard,25 kG,40,2 Atk,170,Brown,3840,Neutral,Field,,90,1000000,Day Lv. 25,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,104,-1,158,-1,Rockruff,,False
907,745,Lycanroc (Dusk),75,117,65,55,65,110,487,Rock,,,Tough Claws,None,,25 kG,40,2 Atk,170,Brown,3840,Neutral,Field,,90,1000000,Day Lv. 25,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,104,-1,158,-1,Rockruff (Own-Tempo),,False
908,746,Wishiwashi (Solo),45,20,20,25,25,40,175,Water,,,Schooling,None,,0.3 kG,20,1 HP,61,Blue,3840,Neutral,Water2,,60,800000,,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,110,155,110,-1,,,False
909,746,Wishiwashi (School),45,140,130,140,135,30,620,Water,,,Schooling,None,,78.6 kG,80,1 HP,217,Blue,3840,Neutral,Water2,,60,800000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,110,155,110,-1,,,False
910,747,Mareanie,50,53,62,43,52,45,305,Poison,Water,,Merciless,Limber,Regenerator,8 kG,20,1 Def,61,Blue,5120,Neutral,Water1,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,113,307,127,-1,,Toxapex,False
911,748,Toxapex,50,63,152,53,142,35,495,Poison,Water,,Merciless,Limber,Regenerator,14.5 kG,40,2 Def,173,Blue,5120,Neutral,Water1,,75,1000000,Lv. 38,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,114,308,128,-1,Mareanie,,False
912,749,Mudbray,70,100,70,45,55,45,385,Ground,,,Own Tempo,Stamina,Inner Focus,110 kG,100,1 Atk,77,Brown,5120,Neutral,Field,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,132,84,-1,-1,,Mudsdale,False
913,750,Mudsdale,100,125,100,55,85,35,500,Ground,,,Own Tempo,Stamina,Inner Focus,920 kG,120,2 Atk,175,Brown,5120,Neutral,Field,,60,1000000,Lv. 30,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,133,85,-1,-1,Mudbray,,False
914,751,Dewpider,38,40,52,40,72,27,269,Water,Bug,,Water Bubble,None,Water Absorb,4 kG,20,1 SpD,54,Green,3840,Neutral,Water1,Bug,200,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,141,214,-1,91,,Araquanid,False
915,752,Araquanid,68,70,92,50,132,42,454,Water,Bug,,Water Bubble,None,Water Absorb,82 kG,80,2 SpD,159,Green,3840,Neutral,Water1,Bug,100,1000000,Lv. 22,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,142,215,-1,92,Dewpider,,False
916,753,Fomantis,40,55,35,50,35,35,250,Grass,,,Leaf Guard,None,Contrary,1.5 kG,20,1 Atk,50,Pink,5120,Neutral,Grass,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,143,-1,17,-1,,Lurantis,False
917,754,Lurantis,70,105,90,80,90,45,480,Grass,,,Leaf Guard,None,Contrary,18.5 kG,40,2 Atk,168,Pink,5120,Neutral,Grass,,75,1000000,Day Lv. 34,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,144,-1,18,-1,Fomantis,,False
918,755,Morelull,40,35,55,65,75,15,285,Grass,Fairy,,Illuminate,Effect Spore,Rain Dish,1.5 kG,20,1 SpD,57,Purple,5120,Neutral,Grass,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,145,340,-1,-1,,Shiinotic,False
919,756,Shiinotic,60,45,80,90,100,30,405,Grass,Fairy,,Illuminate,Effect Spore,Rain Dish,11.5 kG,40,2 SpD,142,Purple,5120,Neutral,Grass,,75,1000000,Lv. 24,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,146,341,-1,-1,Morelull,,False
920,757,Salandit,48,44,40,71,40,77,320,Poison,Fire,,Corrosion,None,Oblivious,4.8 kG,20,1 Spe,64,Black,5120,M (87.5%),Monster,Dragon,120,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,161,244,159,-1,,Salazzle,False
921,758,Salazzle,68,64,60,111,60,117,480,Poison,Fire,,Corrosion,None,Oblivious,22.2 kG,40,2 Spe,168,Black,5120,F (100%)),Monster,Dragon,45,1000000,Lv. 33 M,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,162,245,160,-1,Salandit,,False
922,759,Stufful,70,75,50,45,50,50,340,Normal,Fighting,,Fluffy,Klutz,Cute Charm,6.8 kG,20,1 Atk,68,Pink,3840,Neutral,Field,,140,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,169,94,-1,-1,,Bewear,False
923,760,Bewear,120,125,80,55,60,60,500,Normal,Fighting,,Fluffy,Klutz,Unnerve,135 kG,100,2 Atk,175,Pink,3840,Neutral,Field,,70,1000000,Lv. 27,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,170,95,-1,-1,Stufful,,False
924,761,Bounsweet,42,30,38,30,38,32,210,Grass,,,Leaf Guard,Oblivious,Sweet Veil,3.2 kG,20,1 HP,42,Purple,5120,F (100%)),Grass,,235,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,171,52,-1,-1,,Steenee,False
925,762,Steenee,52,40,48,40,48,62,290,Grass,,,Leaf Guard,Oblivious,Sweet Veil,8.2 kG,20,2 Spe,102,Purple,5120,F (100%)),Grass,,120,1059860,Lv. 18,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,172,53,-1,-1,Bounsweet,Tsareena,False
926,763,Tsareena,72,120,98,50,98,72,510,Grass,,,Leaf Guard,Queenly Majesty,Sweet Veil,21.4 kG,40,3 Atk,255,Purple,5120,F (100%)),Grass,,45,1059860,Level w/ Stomp,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,173,54,-1,-1,Steenee,,False
927,764,Comfey,51,52,90,82,110,100,485,Fairy,,,Flower Veil,Triage,Natural Cure,0.3 kG,20,2 SpD,170,Green,5120,F (75%)),Grass,,60,800000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,174,-1,79,-1,,,False
928,765,Oranguru,90,60,80,90,110,60,490,Normal,Psychic,,Inner Focus,Telepathy,Symbiosis,76 kG,80,2 SpD,172,White,5120,Neutral,Field,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,176,342,89,-1,,,False
929,766,Passimian,100,120,90,40,60,80,490,Fighting,,,Receiver,None,Defiant,82.8 kG,80,2 Atk,172,White,5120,Neutral,Field,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,177,343,90,-1,,,False
930,767,Wimpod,25,35,40,20,30,80,230,Bug,Water,,Wimp Out,None,,12 kG,40,1 Spe,46,Gray,5120,Neutral,Bug,Water3,90,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,182,232,124,-1,,Golisopod,False
931,768,Golisopod,75,125,140,60,90,40,530,Bug,Water,,Emergency Exit,None,,108 kG,100,2 Def,186,Gray,5120,Neutral,Bug,Water3,45,1000000,Lv. 30,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,183,233,125,-1,Wimpod,,False
932,769,Sandygast,55,55,80,70,45,15,320,Ghost,Ground,,Water Compaction,None,Sand Veil,70 kG,80,1 Def,64,Brown,3840,Neutral,Amorphous,,140,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,186,-1,133,-1,,Palossand,False
933,770,Palossand,85,75,110,100,75,35,480,Ghost,Ground,,Water Compaction,None,Sand Veil,250 kG,120,2 Def,168,Brown,3840,Neutral,Amorphous,,60,1000000,Lv. 42,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,187,-1,134,-1,Sandygast,,False
934,771,Pyukumuku,55,60,130,30,130,5,410,Water,,,Innards Out,None,Unaware,1.2 kG,20,2 SpD,144,Black,3840,Neutral,Water1,,60,800000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,200,156,-1,-1,,,False
935,772,Type-Null,95,95,95,95,95,59,534,Normal,,,Battle Armor,None,,120.5 kG,100,2 HP,107,Gray,30720,None,Unknown,,3,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,203,381,-1,-1,,Silvally,False
936,773,Silvally,95,95,95,95,95,95,570,Normal,,,Rks System,None,,100.5 kG,100,3 HP,285,Gray,30720,None,Unknown,,3,1250000,Friendship,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,204,382,-1,-1,Type-Null,,False
937,774,Minior,60,60,100,60,100,60,440,Rock,Flying,,Shields Down,None,,40 kG,60,1 Def/1 SpD,154,Brown,6400,None,Mineral,,30,1059860,,,True,True,True,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
938,774,Minior (Red),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
